,Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy
34079,statement,9,55638,10.93,628.21,1.4689265536723166,167.55,34.0,0.97
34080,statements,10,22759,10.03,717.97,2.203389830508475,331.79,34.0,1.0
34081,stateroom,9,56,4.03,943.97,3.7288135593220337,356.9,31.0,0.91
34082,states,6,113034,11.64,599.82,1.2429378531073452,140.28,34.0,1.0
34083,state's,7,3027,8.02,621.38,1.5819209039548028,170.99,32.0,0.97
34084,stateside,9,373,5.92,856.61,3.7570621468926557,305.63,28.0,0.85
34085,statesman,9,510,6.23,722.34,2.514124293785311,237.79,32.0,0.97
34086,statesmanlike,13,11,2.4,1091.67,5.819209039548023,354.27,21.0,0.88
34087,statesmanship,13,32,3.47,951.0,4.096045197740113,424.78,31.0,1.0
34088,statesmen,9,309,5.73,678.63,1.9774011299435033,210.11,32.0,0.97
34089,statewide,9,823,6.71,695.09,2.203389830508475,164.22,33.0,0.97
34090,static,6,16740,9.73,673.67,1.9209039548022604,244.44,33.0,0.97
34091,stating,7,9301,9.14,781.9,2.4011299435028253,290.8,29.0,0.88
34092,station,7,38106,10.55,644.76,1.610169491525424,200.09,34.0,0.97
34093,stationary,10,1958,7.58,799.63,2.6271186440677967,268.42,30.0,0.94
34094,stationed,9,1358,7.21,718.34,2.175141242937854,237.33,35.0,1.0
34095,stationery,10,499,6.21,631.04,1.7796610169491527,175.77,28.0,0.93
34096,stationmaster,13,7,1.95,982.19,5.084745762711865,399.41,26.0,0.81
34097,stations,8,14721,9.6,673.03,1.7796610169491527,241.53,30.0,0.97
34098,station's,9,468,6.15,691.32,1.7796610169491527,243.79,31.0,0.94
34099,statistic,9,1714,7.45,676.88,1.7231638418079098,167.89,33.0,0.97
34100,statistical,11,8324,9.03,742.94,3.3050847457627124,203.4,34.0,1.0
34101,statistically,13,1990,7.6,735.67,2.796610169491526,257.65,33.0,0.97
34102,statistician,12,490,6.19,849.64,4.604519774011299,295.46,25.0,0.81
34103,statisticians,13,385,5.95,1021.76,5.593220338983052,372.52,29.0,0.94
34104,statistics,10,19190,9.86,705.15,1.6384180790960456,254.13,34.0,1.0
34105,statuary,8,62,4.13,911.58,4.152542372881356,295.78,19.0,0.61
34106,statue,6,7801,8.96,695.0,2.175141242937854,187.58,33.0,0.97
34107,statues,7,1053,6.96,691.79,2.259887005649718,253.31,34.0,1.0
34108,statuesque,10,45,3.81,800.15,4.435028248587571,237.46,20.0,0.65
34109,statuette,9,57,4.04,872.0,4.604519774011299,282.65,19.0,0.59
34110,stature,7,1067,6.97,775.11,2.711864406779662,245.28,27.0,0.87
34111,status,6,44083,10.69,696.42,1.5819209039548028,293.8,33.0,1.0
34112,statute,7,3599,8.19,742.44,2.4576271186440684,247.85,32.0,0.97
34113,statutes,8,1715,7.45,784.81,3.050847457627119,284.99,27.0,0.93
34114,statutory,9,1406,7.25,941.21,4.293785310734464,339.13,24.0,0.77
34115,staunch,7,526,6.27,653.58,2.4858757062146895,126.16,24.0,0.71
34116,staunchest,10,90,4.5,1224.29,5.112994350282487,450.31,7.0,0.22
34117,stave,5,253,5.53,814.75,3.9265536723163845,267.22,16.0,0.48
34118,staved,6,13,2.56,945.0,4.096045197740113,367.43,15.0,0.47
34119,stay,4,49009,10.8,662.91,1.1581920903954805,376.7,33.0,0.97
34120,stayed,6,8994,9.1,612.94,1.1299435028248592,232.88,32.0,0.94
34121,staying,7,7787,8.96,614.71,1.2711864406779667,178.61,34.0,1.0
34122,stays,5,6119,8.72,582.59,0.9039548022598876,160.95,32.0,0.94
34123,stead,5,676,6.52,698.68,2.203389830508475,263.6,31.0,0.94
34124,steadfast,9,314,5.75,717.74,1.9209039548022604,227.8,34.0,1.0
34125,steadfastly,11,235,5.46,797.23,3.3050847457627124,249.45,30.0,0.94
34126,steadied,8,97,4.57,814.1,3.1355932203389836,392.91,31.0,0.94
34127,steadier,8,77,4.34,912.09,3.954802259887006,311.29,22.0,0.67
34128,steadily,8,2335,7.76,682.28,2.0056497175141246,171.98,32.0,1.0
34129,steadiness,10,62,4.13,665.38,1.8926553672316389,170.98,32.0,0.97
34130,steady,6,5385,8.59,612.48,0.9322033898305091,179.71,33.0,1.0
34131,steak,5,1510,7.32,582.67,1.299435028248588,136.77,33.0,0.94
34132,steaks,6,473,6.16,691.38,1.4971751412429382,248.44,34.0,1.0
34133,steal,5,11268,9.33,588.62,1.1016949152542377,181.32,34.0,0.97
34134,stealer,7,167,5.12,609.37,1.4406779661016953,181.47,30.0,0.94
34135,stealing,8,4744,8.46,667.21,1.610169491525424,179.05,33.0,1.0
34136,steals,6,1780,7.48,618.52,1.610169491525424,220.5,31.0,0.97
34137,stealth,7,7315,8.9,762.4,2.259887005649718,343.11,30.0,0.86
34138,stealthily,10,133,4.89,928.41,4.378531073446328,398.03,29.0,0.85
34139,stealthy,8,203,5.31,741.43,2.5706214689265536,264.17,30.0,0.88
34140,steam,5,5229,8.56,615.48,1.2711864406779667,171.09,33.0,0.97
34141,steamboat,9,546,6.3,782.03,2.4858757062146895,307.86,30.0,0.97
34142,steamed,7,567,6.34,596.76,1.2429378531073452,160.39,34.0,1.0
34143,steamer,7,292,5.68,741.82,2.146892655367232,307.91,33.0,1.0
34144,steamily,8,1,0.0,747.65,3.1638418079096047,267.47,31.0,0.94
34145,steaming,8,759,6.63,768.34,2.0056497175141246,274.02,32.0,0.97
34146,steamroller,11,255,5.54,756.42,2.8531073446327686,272.52,33.0,0.97
34147,steamship,9,94,4.54,766.7,2.994350282485876,282.53,33.0,1.0
34148,steamy,6,466,6.14,700.94,1.9209039548022604,274.03,32.0,0.94
34149,steed,5,424,6.05,805.23,2.6271186440677967,428.28,30.0,0.86
34150,steel,5,18414,9.82,564.66,0.5367231638418082,138.67,32.0,0.97
34151,steeled,7,61,4.11,734.62,2.259887005649718,251.87,29.0,0.94
34152,Steelers,8,727,6.59,745.79,2.6271186440677967,179.98,28.0,0.88
34153,steelmaker,10,7,1.95,794.9,2.6553672316384187,201.85,31.0,0.97
34154,steels,6,385,5.95,708.43,2.288135593220339,252.53,35.0,1.0
34155,steelworker,11,18,2.89,775.18,2.937853107344633,235.54,34.0,1.0
34156,steelworks,10,39,3.66,767.59,2.5988700564971756,237.63,32.0,0.94
34157,steely,6,585,6.37,789.13,2.5706214689265536,276.03,16.0,0.48
34158,steelyard,9,4,1.39,1015.83,4.548022598870057,378.79,30.0,0.86
34159,steep,5,3256,8.09,669.63,1.4971751412429382,236.08,30.0,0.94
34160,steeped,7,302,5.71,711.64,2.5423728813559325,209.01,28.0,0.85
34161,steepen,7,6,1.79,942.21,4.011299435028249,378.91,14.0,0.44
34162,steeper,7,330,5.8,846.04,3.813559322033899,259.85,27.0,0.87
34163,steepest,8,148,5.0,992.7,4.7457627118644075,390.82,27.0,0.79
34164,steeple,7,86,4.45,757.88,2.8813559322033906,271.5,25.0,0.74
34165,steeplechase,12,65,4.17,838.6,4.576271186440678,204.58,15.0,0.47
34166,steeplejack,11,2,0.69,1076.59,5.254237288135593,527.42,17.0,0.53
34167,steeples,8,9,2.2,743.43,2.711864406779662,281.32,21.0,0.66
34168,steeply,7,135,4.91,710.25,2.514124293785311,188.6,32.0,0.91
34169,steer,5,2272,7.73,669.13,2.0621468926553677,276.32,32.0,0.97
34170,steerage,8,18,2.89,834.35,4.03954802259887,277.24,17.0,0.53
34171,steered,7,295,5.69,745.31,2.344632768361582,264.15,32.0,0.97
34172,steering,8,4431,8.4,651.97,1.7796610169491527,151.61,32.0,0.94
34173,steers,6,198,5.29,747.09,2.175141242937854,313.39,32.0,0.94
34174,steersman,9,3,1.1,787.79,2.8813559322033906,226.51,28.0,0.85
34175,stein,5,2770,7.93,885.16,3.6440677966101696,401.33,25.0,0.74
34176,Steinbeck's,11,25,3.22,808.97,3.6440677966101696,311.32,32.0,1.0
34177,Stein's,7,41,3.71,777.48,2.6271186440677967,252.97,33.0,0.94
34178,Stella,6,1289,7.16,763.03,2.5423728813559325,235.06,33.0,0.97
34179,stellar,7,2905,7.97,763.41,2.8531073446327686,265.86,29.0,0.91
34180,stem,4,3579,8.18,565.82,0.7627118644067798,116.99,33.0,0.97
34181,stemmed,7,374,5.92,822.26,2.9096045197740117,267.47,31.0,0.94
34182,stems,5,3311,8.11,683.58,1.6384180790960456,249.39,33.0,0.97
34183,stench,6,979,6.89,747.61,2.8813559322033906,252.24,28.0,0.88
34184,stencil,7,283,5.65,783.56,2.8531073446327686,351.24,25.0,0.81
34185,stenographer,12,29,3.37,950.59,4.943502824858758,343.14,27.0,0.82
34186,stenography,11,3,1.1,1090.1,5.706214689265536,399.77,20.0,0.69
34187,step,4,43956,10.69,565.0,0.8474576271186446,151.13,33.0,1.0
34188,stepbrother,11,24,3.18,730.24,2.175141242937854,182.3,33.0,0.97
34189,stepchild,9,54,3.99,771.85,2.9096045197740117,219.15,34.0,1.0
34190,stepchildren,12,77,4.34,906.55,4.096045197740113,360.11,29.0,0.91
34191,stepdaughter,12,111,4.71,872.23,3.5028248587570627,348.53,31.0,0.94
34192,stepfather,10,260,5.56,692.09,2.090395480225989,201.72,34.0,0.97
34193,Stephanie,9,3671,8.21,721.06,2.2316384180790965,219.46,34.0,1.0
34194,Stephen,7,27159,10.21,586.48,1.5819209039548028,135.88,33.0,0.97
34195,Stephens,8,2099,7.65,694.23,2.0621468926553677,194.23,30.0,0.91
34196,Stephen's,9,141,4.95,681.21,1.8361581920903958,180.78,33.0,0.97
34197,stepladder,10,26,3.26,866.25,3.84180790960452,279.81,32.0,0.97
34198,stepladders,11,1,0.0,901.62,3.9830508474576276,310.64,29.0,0.91
34199,stepmother,10,237,5.47,692.55,2.203389830508475,209.67,31.0,0.91
34200,stepmothers,11,3,1.1,735.38,2.6553672316384187,176.01,34.0,0.97
34201,stepparent,10,11,2.4,1000.86,5.310734463276836,279.54,7.0,0.22
34202,steppe,6,118,4.77,900.5,4.2090395480225995,286.23,10.0,0.29
34203,stepped,7,5869,8.68,678.69,1.8079096045197742,203.95,32.0,0.94
34204,steppes,7,197,5.28,798.94,3.2203389830508478,295.67,16.0,0.5
34205,stepping,8,3046,8.02,647.85,1.4124293785310738,202.63,33.0,1.0
34207,steps,5,19058,9.86,611.79,1.1299435028248592,218.23,33.0,0.97
34208,stepsister,10,32,3.47,741.91,2.3728813559322037,194.7,34.0,1.0
34209,stepson,7,112,4.72,802.03,3.587570621468927,282.19,31.0,0.91
34210,stepwise,8,194,5.27,750.69,2.68361581920904,311.03,26.0,0.81
34211,stereo,6,12719,9.45,736.65,1.7514124293785316,446.15,34.0,0.94
34212,stereophonic,12,53,3.97,1037.23,5.536723163841808,290.74,22.0,0.65
34213,stereoscope,11,9,2.2,967.88,4.7740112994350286,404.15,24.0,0.83
34214,stereotype,10,1971,7.59,737.19,2.3163841807909606,249.72,32.0,0.97
34215,stereotyped,11,379,5.94,808.79,3.0225988700564974,342.97,29.0,1.0
34216,stereotypes,11,2205,7.7,795.63,2.8248587570621475,352.82,32.0,0.97
34217,sterile,7,1472,7.29,757.7,2.4576271186440684,259.99,33.0,0.97
34218,sterility,9,272,5.61,789.13,2.6553672316384187,300.57,30.0,0.94
34219,sterilization,13,749,6.62,737.34,2.4576271186440684,204.91,32.0,0.94
34220,sterilize,9,287,5.66,647.97,1.8361581920903958,134.34,32.0,0.97
34221,sterilized,10,410,6.02,794.88,2.8813559322033906,263.52,33.0,1.0
34222,sterilizing,11,122,4.8,836.18,2.6271186440677967,394.44,33.0,1.0
34223,sterling,8,5592,8.63,681.19,1.8926553672316389,275.53,31.0,0.91
34224,stern,5,4989,8.51,651.72,1.5254237288135597,220.58,29.0,0.94
34225,sternly,7,228,5.43,803.0,2.429378531073447,247.31,27.0,0.84
34226,sterns,6,106,4.66,749.34,2.7683615819209044,393.66,32.0,0.94
34227,sternum,7,162,5.09,869.73,3.9830508474576276,234.42,22.0,0.67
34228,steroid,7,668,6.5,656.74,1.8361581920903958,183.13,34.0,1.0
34229,steroids,8,1403,7.25,766.94,1.8926553672316389,358.38,32.0,1.0
34230,stethoscope,11,152,5.02,960.47,4.548022598870057,320.55,30.0,0.88
34231,stetson,7,379,5.94,937.29,4.80225988700565,253.26,17.0,0.5
34232,stetsons,8,3,1.1,1085.0,5.36723163841808,491.92,11.0,0.35
34233,Steve,5,76012,11.24,680.55,1.5819209039548028,252.44,33.0,0.97
34234,Stevenson,9,1539,7.34,799.24,3.4463276836158196,213.21,33.0,0.97
34235,Stevenson's,11,35,3.56,893.72,3.7005649717514126,315.01,29.0,0.91
34236,stew,4,1556,7.35,653.64,1.6949152542372885,201.75,33.0,1.0
34237,steward,7,1151,7.05,691.28,2.288135593220339,232.31,32.0,0.94
34238,stewardess,10,185,5.22,832.0,3.2485875706214697,382.99,30.0,0.94
34239,stewardesses,12,87,4.47,920.44,3.870056497175142,461.72,27.0,0.9
34240,stewards,8,214,5.37,698.61,2.344632768361582,176.77,31.0,0.91
34241,stewardship,11,336,5.82,886.11,3.1920903954802267,393.58,28.0,0.93
34242,stewed,6,106,4.66,723.13,2.711864406779662,224.81,30.0,0.88
34243,stews,5,76,4.33,668.97,1.7796610169491527,188.08,31.0,0.91
34244,stick,5,28279,10.25,606.15,0.9039548022598876,188.19,33.0,1.0
34245,sticker,7,4594,8.43,602.71,1.6384180790960456,170.56,31.0,0.94
34246,sticking,8,5548,8.62,719.88,1.9209039548022604,265.71,34.0,0.97
34247,stickler,8,192,5.26,863.13,3.2485875706214697,359.08,32.0,0.94
34248,stickpin,8,2,0.69,877.8,3.7853107344632777,328.81,20.0,0.65
34249,sticks,6,5110,8.54,673.7,1.4689265536723166,302.97,33.0,0.97
34250,sticky,6,3600,8.19,565.36,1.2146892655367236,90.6,33.0,1.0
34251,stiff,5,6210,8.73,639.45,1.6384180790960456,195.96,33.0,0.97
34252,stiffen,7,351,5.86,709.13,2.259887005649718,170.41,30.0,0.91
34253,stiffened,9,361,5.89,834.92,3.3050847457627124,390.5,24.0,0.73
34254,stiffening,10,236,5.46,840.5,3.6158192090395485,304.83,36.0,1.0
34255,stiffens,8,60,4.09,742.44,2.8813559322033906,206.02,25.0,0.76
34256,stiffer,7,630,6.45,859.12,3.0225988700564974,348.9,25.0,0.76
34257,stiffly,7,225,5.42,901.5,3.7570621468926557,229.93,26.0,0.79
34258,stiffness,9,930,6.84,653.31,1.9774011299435033,213.79,32.0,1.0
34259,stiffs,6,161,5.08,750.13,2.7683615819209044,288.42,30.0,0.94
34260,stifle,6,750,6.62,842.97,3.1355932203389836,317.79,29.0,0.88
34261,stifled,7,355,5.87,816.54,3.1920903954802267,179.41,24.0,0.71
34262,stifling,8,333,5.81,806.29,3.7853107344632777,242.64,28.0,0.85
34263,stigma,6,831,6.72,654.76,1.6949152542372885,156.43,34.0,1.0
34264,stigmata,8,131,4.88,832.07,3.1638418079096047,348.37,30.0,0.97
34265,stigmatize,10,59,4.08,935.24,4.011299435028249,367.02,29.0,0.91
34266,stiles,6,575,6.35,771.65,2.9096045197740117,259.26,23.0,0.7
34267,stiletto,8,302,5.71,847.35,3.5028248587570627,303.02,23.0,0.72
34268,still,5,363407,12.8,641.49,1.5254237288135597,265.02,35.0,1.0
34269,stillbirth,10,35,3.56,843.16,2.994350282485876,374.83,32.0,1.0
34270,stillbirths,11,16,2.77,880.27,3.6440677966101696,318.92,26.0,0.79
34271,stillborn,9,203,5.31,750.85,2.5706214689265536,212.27,34.0,1.0
34272,stillness,9,394,5.98,685.64,2.1186440677966107,208.01,33.0,0.97
34273,stills,6,1003,6.91,655.38,1.5254237288135597,298.79,29.0,0.85
34274,stilt,5,425,6.05,755.88,3.050847457627119,205.82,24.0,0.71
34275,stilted,7,241,5.48,766.3,3.4463276836158196,300.45,27.0,0.87
34276,stilts,6,100,4.61,838.72,3.7853107344632777,225.21,25.0,0.74
34277,stimulant,9,542,6.3,733.8,2.6553672316384187,290.57,35.0,1.0
34278,stimulants,10,321,5.77,843.03,2.68361581920904,398.48,32.0,0.94
34279,stimulate,9,1817,7.5,705.44,1.9209039548022604,304.77,32.0,0.97
34280,stimulated,10,993,6.9,776.24,2.429378531073447,260.07,34.0,0.97
34281,stimulates,10,489,6.19,805.51,2.8531073446327686,303.7,35.0,1.0
34282,stimulating,11,1895,7.55,720.03,2.5706214689265536,229.33,32.0,0.97
34283,stimulation,11,1963,7.58,763.27,2.6271186440677967,265.36,33.0,0.97
34284,stimulations,12,19,2.94,788.28,3.050847457627119,220.91,32.0,0.97
34285,stimulatory,11,55,4.01,869.52,4.40677966101695,313.46,23.0,0.74
34286,stimuli,7,666,6.5,740.9,2.937853107344633,173.87,31.0,0.91
34287,stimulus,8,990,6.9,741.73,2.4011299435028253,244.33,33.0,1.0
34288,sting,5,2919,7.98,597.09,1.3841807909604522,118.23,33.0,1.0
34289,stinger,7,419,6.04,728.34,2.68361581920904,247.64,29.0,0.85
34290,stinging,8,596,6.39,720.94,2.3163841807909606,173.49,32.0,0.97
34291,stingray,8,1003,6.91,912.57,3.954802259887006,378.3,21.0,0.64
34292,stings,6,383,5.95,653.48,1.355932203389831,162.44,31.0,0.97
34293,stingy,6,320,5.77,706.28,2.3163841807909606,273.72,29.0,0.88
34294,stink,5,1542,7.34,623.69,1.1016949152542377,166.06,32.0,1.0
34295,stinker,7,118,4.77,749.39,2.4858757062146895,384.5,31.0,0.97
34296,stinking,8,1130,7.03,677.69,1.8644067796610175,321.77,35.0,1.0
34297,stinky,6,563,6.33,669.44,1.8361581920903958,206.4,34.0,1.0
34298,stint,5,623,6.43,746.78,2.9661016949152548,265.04,23.0,0.7
34299,stipend,7,407,6.01,744.12,3.3615819209039555,158.92,26.0,0.76
34300,stipulate,9,357,5.88,930.55,4.124293785310734,311.22,29.0,0.85
34301,stipulates,10,218,5.38,995.36,4.237288135593221,486.03,25.0,0.78
34302,stipulation,11,357,5.88,787.73,3.333333333333334,221.97,30.0,0.88
34303,stir,4,4523,8.42,676.82,1.299435028248588,313.48,33.0,0.97
34304,stirred,7,1005,6.91,694.42,2.090395480225989,199.15,31.0,0.94
34305,stirring,8,1843,7.52,701.91,1.8361581920903958,279.62,35.0,1.0
34306,stirringly,10,1,0.0,882.0,3.84180790960452,332.02,22.0,0.67
34307,stirrings,9,75,4.32,781.76,2.6271186440677967,348.82,29.0,0.85
34308,stirrup,7,166,5.11,775.55,3.0225988700564974,267.68,31.0,0.91
34309,stirs,5,213,5.36,658.26,1.6949152542372885,199.8,27.0,0.82
34310,stirups,7,0,0.0,885.13,3.870056497175142,255.83,23.0,0.77
34311,stitch,6,3066,8.03,641.81,1.7796610169491527,191.56,31.0,0.91
34312,stitched,8,514,6.24,737.83,2.5706214689265536,288.83,30.0,0.91
34313,stitches,8,1603,7.38,692.86,2.090395480225989,233.6,29.0,0.94
34314,stochastic,10,780,6.66,866.4,3.4463276836158196,382.32,5.0,0.16
34315,stock,5,43376,10.68,592.76,1.2429378531073452,176.88,34.0,1.0
34316,stockade,8,148,5.0,842.72,3.333333333333334,329.65,25.0,0.78
34317,stockbroker,11,120,4.79,846.97,3.5593220338983054,428.99,31.0,0.97
34318,stockcar,8,2,0.69,913.03,3.870056497175142,446.72,29.0,0.88
34319,stockholder,11,265,5.58,733.35,2.5706214689265536,224.49,34.0,0.97
34320,stockholders,12,752,6.62,773.65,2.796610169491526,193.39,34.0,1.0
34321,stocking,8,1433,7.27,670.48,1.8361581920903958,259.74,33.0,1.0
34322,stockings,9,1529,7.33,631.85,1.4406779661016953,166.94,34.0,0.97
34323,stockman,8,405,6.0,719.75,2.514124293785311,244.11,32.0,0.97
34324,stockpile,9,336,5.82,840.64,2.937853107344633,296.69,28.0,0.9
34325,stockpiling,11,164,5.1,892.42,3.6440677966101696,297.56,31.0,0.94
34326,stockpot,8,26,3.26,757.41,2.4858757062146895,323.58,29.0,0.88
34327,stockroom,9,84,4.43,742.28,2.711864406779662,228.7,32.0,0.94
34328,stocks,6,9653,9.18,562.47,0.7344632768361583,98.95,32.0,1.0
34329,stock's,7,106,4.66,742.03,2.175141242937854,296.39,32.0,1.0
34330,stocky,6,270,5.6,673.06,1.8926553672316389,172.11,34.0,0.97
34331,stockyard,9,10,2.3,756.56,2.344632768361582,275.4,34.0,0.97
34332,stodgy,6,107,4.67,738.83,3.6723163841807915,148.81,6.0,0.18
34333,stoic,5,165,5.11,834.56,3.2203389830508478,295.23,16.0,0.5
34334,stoicism,8,40,3.69,837.56,3.587570621468927,261.84,18.0,0.56
34335,stoics,6,26,3.26,795.29,3.531073446327684,271.75,14.0,0.42
34336,stoke,5,516,6.25,716.58,2.4011299435028253,274.72,26.0,0.84
34337,stoked,6,228,5.43,751.46,2.711864406779662,287.62,28.0,0.85
34338,stoker,6,227,5.42,805.59,2.2316384180790965,520.04,22.0,0.67
34339,stole,5,3726,8.22,658.41,1.4406779661016953,252.15,32.0,0.94
34340,stolen,6,7372,8.91,594.88,1.1299435028248592,142.89,34.0,1.0
34341,stolid,6,51,3.93,578.71,1.9209039548022604,157.29,7.0,0.23
34342,stolidly,8,7,1.95,939.36,4.463276836158193,464.75,11.0,0.35
34343,stomach,7,7701,8.95,584.1,1.0451977401129948,249.58,30.0,0.91
34344,stomachache,11,15,2.71,763.08,3.2203389830508478,295.41,26.0,0.81
34345,stomachs,8,327,5.79,713.32,2.090395480225989,293.69,34.0,0.97
34346,stomp,5,1500,7.31,687.53,1.9491525423728817,262.73,30.0,0.94
34347,stomped,7,586,6.37,710.12,1.8079096045197742,241.76,33.0,0.97
34348,stomping,8,536,6.28,698.5,2.146892655367232,234.48,32.0,0.94
34349,stone,5,33008,10.4,629.03,1.1581920903954805,204.95,32.0,0.97
34350,stonecutter,11,15,2.71,889.94,3.6440677966101696,223.84,31.0,0.91
34351,stoned,6,2017,7.61,628.38,1.4406779661016953,136.79,32.0,0.94
34352,Stonehenge,10,304,5.72,892.69,3.7005649717514126,349.66,26.0,0.84
34353,stonemason,10,5,1.61,976.5,5.36723163841808,289.16,20.0,0.65
34354,stones,6,9994,9.21,605.32,1.0451977401129948,230.57,34.0,1.0
34355,stone's,7,463,6.14,712.28,2.288135593220339,246.04,32.0,0.94
34356,stonewall,9,404,6.0,705.0,2.288135593220339,231.11,34.0,1.0
34357,stoneware,9,65,4.17,750.55,2.8813559322033906,261.85,31.0,0.94
34358,stonework,9,28,3.33,710.39,2.259887005649718,180.5,33.0,0.97
34359,stonily,7,9,2.2,967.08,4.293785310734464,495.79,12.0,0.36
34360,stony,5,981,6.89,819.33,2.8248587570621475,365.92,27.0,0.87
34361,stood,5,14395,9.57,641.88,1.7514124293785316,230.55,33.0,1.0
34362,stooge,6,195,5.27,776.46,3.0790960451977405,207.63,26.0,0.76
34363,stooges,7,594,6.39,868.97,4.03954802259887,312.37,29.0,0.85
34364,stool,5,1234,7.12,636.76,1.6384180790960456,221.65,34.0,1.0
34365,stoolpigeon,11,1,0.0,1058.67,5.790960451977401,270.44,21.0,0.7
34366,stoop,5,770,6.65,739.35,2.0056497175141246,356.37,31.0,0.91
34367,stooped,7,198,5.29,796.45,2.5988700564971756,390.13,31.0,0.94
34368,stooping,8,150,5.01,788.27,2.937853107344633,267.22,30.0,0.88
34369,stop,4,96586,11.48,608.78,1.1581920903954805,196.86,32.0,1.0
34370,stopcock,8,34,3.53,890.0,4.03954802259887,410.11,18.0,0.56
34371,stopover,8,150,5.01,760.74,2.8531073446327686,272.38,27.0,0.87
34372,stopovers,9,78,4.36,1015.63,5.141242937853107,409.01,24.0,0.77
34373,stoppage,8,281,5.64,868.9,3.4463276836158196,381.6,21.0,0.66
34374,stoppages,9,65,4.17,995.94,4.915254237288136,339.71,17.0,0.5
34375,stopped,7,26232,10.17,642.69,1.186440677966102,333.65,32.0,1.0
34376,stopper,7,515,6.24,681.09,1.5819209039548028,315.11,32.0,0.94
34377,stopping,8,7160,8.88,646.41,1.4124293785310738,244.17,32.0,0.97
34378,stops,5,10997,9.31,589.97,1.0451977401129948,170.72,34.0,1.0
34379,stopwatch,9,217,5.38,681.23,2.3728813559322037,162.07,30.0,0.94
34380,storage,7,19600,9.88,655.76,1.4124293785310738,246.57,33.0,1.0
34381,store,5,53126,10.88,600.91,1.3276836158192094,175.1,34.0,1.0
34382,stored,6,15381,9.64,635.18,1.4971751412429382,264.98,34.0,1.0
34383,storefront,10,576,6.36,749.79,3.1355932203389836,220.89,28.0,0.93
34384,storehouse,10,211,5.35,774.5,2.5988700564971756,251.09,34.0,1.0
34385,storehouses,11,39,3.66,742.12,2.2316384180790965,245.47,34.0,1.0
34386,storekeeper,11,61,4.11,725.59,2.203389830508475,253.84,34.0,1.0
34387,storekeepers,12,10,2.3,745.76,2.711864406779662,219.87,33.0,1.0
34388,storeroom,9,115,4.74,949.48,4.322033898305086,405.72,29.0,0.91
34389,stores,6,24064,10.09,685.63,1.7231638418079098,331.03,35.0,1.0
34390,storied,7,35,3.56,765.54,2.68361581920904,210.93,26.0,0.79
34391,stories,7,40302,10.6,648.21,1.4971751412429382,200.53,34.0,1.0
34392,storing,7,2816,7.94,671.8,1.7796610169491527,212.28,30.0,0.91
